food,calories,protein,carbs,fat,sugar,sodium,gi,diabetes_label,hypertension_label,cvd_label,pcos_label,obesity_label,meal_type,target_audience,food_type,region
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,279.8,18.0,35.0,10.0,3.0,249.8,25.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,280.5,18.0,35.1,10.0,3.0,250.5,25.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,279.9,18.0,35.0,10.0,3.0,249.9,25.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,281.0,18.1,35.1,10.0,3.0,250.9,25.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,281.8,18.1,35.2,10.1,3.0,251.6,25.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,277.2,17.8,34.7,9.9,3.0,247.5,24.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,277.7,17.9,34.7,9.9,3.0,248.0,24.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,278.6,17.9,34.8,9.9,3.0,248.7,24.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,281.7,18.1,35.2,10.1,3.0,251.5,25.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,282.8,18.2,35.3,10.1,3.0,252.5,25.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,278.7,17.9,34.8,10.0,3.0,248.8,24.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Sprouted Moong Salad (Large) w/ Peanuts & Lemon,278.9,17.9,34.9,10.0,3.0,249.0,24.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,All
Boiled Chana Chaat (Large) w/ Onions & Tomato,320.0,16.0,45.0,6.0,2.0,300.0,30.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,316.9,15.8,44.6,5.9,2.0,297.1,29.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,321.1,16.1,45.1,6.0,2.0,301.0,30.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,321.7,16.1,45.2,6.0,2.0,301.6,30.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,321.5,16.1,45.2,6.0,2.0,301.4,30.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,323.0,16.2,45.4,6.1,2.0,302.8,30.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,321.5,16.1,45.2,6.0,2.0,301.4,30.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,319.7,16.0,45.0,6.0,2.0,299.7,30.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,322.8,16.1,45.4,6.1,2.0,302.6,30.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,317.6,15.9,44.7,6.0,2.0,297.7,29.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,317.6,15.9,44.7,6.0,2.0,297.7,29.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,317.4,15.9,44.6,6.0,2.0,297.6,29.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,318.7,15.9,44.8,6.0,2.0,298.7,29.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,319.0,15.9,44.9,6.0,2.0,299.0,29.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,323.1,16.2,45.4,6.1,2.0,303.0,30.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,320.1,16.0,45.0,6.0,2.0,300.1,30.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,320.1,16.0,45.0,6.0,2.0,300.1,30.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,320.4,16.0,45.0,6.0,2.0,300.3,30.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,317.5,15.9,44.7,6.0,2.0,297.7,29.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,320.5,16.0,45.1,6.0,2.0,300.4,30.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Boiled Chana Chaat (Large) w/ Onions & Tomato,317.8,15.9,44.7,6.0,2.0,298.0,29.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Adults,Veg,North
Masala Buttermilk (2 Glasses) & Roasted Papad,120.0,6.0,10.0,6.0,0.0,300.0,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,119.6,6.0,10.0,6.0,0.0,298.9,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,121.2,6.1,10.1,6.1,0.0,303.0,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,121.1,6.1,10.1,6.1,0.0,302.7,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.8,6.0,10.1,6.0,0.0,301.9,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,119.7,6.0,10.0,6.0,0.0,299.1,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.3,6.0,10.0,6.0,0.0,300.8,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.7,6.0,10.1,6.0,0.0,301.8,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.8,6.0,10.1,6.0,0.0,301.9,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.1,6.0,10.0,6.0,0.0,300.2,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.6,6.0,10.1,6.0,0.0,301.5,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,118.9,5.9,9.9,5.9,0.0,297.2,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.2,6.0,10.0,6.0,0.0,300.4,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.6,6.0,10.0,6.0,0.0,301.5,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,119.1,6.0,9.9,6.0,0.0,297.8,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,119.1,6.0,9.9,6.0,0.0,297.8,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.2,6.0,10.0,6.0,0.0,300.4,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.7,6.0,10.1,6.0,0.0,301.8,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,119.1,6.0,9.9,6.0,0.0,297.7,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,120.1,6.0,10.0,6.0,0.0,300.4,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Masala Buttermilk (2 Glasses) & Roasted Papad,119.1,6.0,9.9,6.0,0.0,297.8,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,250.0,8.0,22.0,16.0,1.0,300.0,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,248.7,8.0,21.9,15.9,1.0,298.4,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,251.4,8.0,22.1,16.1,1.0,301.6,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,249.8,8.0,22.0,16.0,1.0,299.7,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,252.4,8.1,22.2,16.2,1.0,302.9,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,249.0,8.0,21.9,15.9,1.0,298.7,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,249.8,8.0,22.0,16.0,1.0,299.8,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,249.8,8.0,22.0,16.0,1.0,299.7,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,250.1,8.0,22.0,16.0,1.0,300.1,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,248.1,7.9,21.8,15.9,1.0,297.7,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,251.0,8.0,22.1,16.1,1.0,301.2,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,249.4,8.0,21.9,16.0,1.0,299.3,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,248.6,8.0,21.9,15.9,1.0,298.3,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,251.0,8.0,22.1,16.1,1.0,301.1,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,247.6,7.9,21.8,15.8,1.0,297.1,14.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,251.6,8.1,22.1,16.1,1.0,301.9,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,249.3,8.0,21.9,16.0,1.0,299.2,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,250.6,8.0,22.1,16.0,1.0,300.7,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,252.2,8.1,22.2,16.1,1.0,302.6,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,251.7,8.1,22.1,16.1,1.0,302.0,15.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Cucumber Sticks w/ Hummus Dip & Olives,249.7,8.0,22.0,16.0,1.0,299.6,15.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Boiled Egg Whites (4) & Apple Slices,180.0,16.0,20.0,1.0,12.0,250.0,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,181.2,16.1,20.1,1.0,12.1,251.7,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,180.6,16.1,20.1,1.0,12.0,250.8,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,179.2,15.9,19.9,1.0,11.9,248.9,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,180.0,16.0,20.0,1.0,12.0,250.0,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,178.5,15.9,19.8,1.0,11.9,247.9,19.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,180.1,16.0,20.0,1.0,12.0,250.1,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,179.7,16.0,20.0,1.0,12.0,249.5,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,181.2,16.1,20.1,1.0,12.1,251.6,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,181.5,16.1,20.2,1.0,12.1,252.1,20.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,179.3,15.9,19.9,1.0,12.0,249.0,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,178.5,15.9,19.8,1.0,11.9,247.9,19.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,179.4,16.0,19.9,1.0,12.0,249.2,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,178.5,15.9,19.8,1.0,11.9,247.9,19.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,180.1,16.0,20.0,1.0,12.0,250.1,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,180.6,16.1,20.1,1.0,12.0,250.9,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,178.5,15.9,19.8,1.0,11.9,247.9,19.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,178.4,15.9,19.8,1.0,11.9,247.8,19.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,180.8,16.1,20.1,1.0,12.1,251.2,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,178.7,15.9,19.9,1.0,11.9,248.2,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Boiled Egg Whites (4) & Apple Slices,180.9,16.1,20.1,1.0,12.1,251.3,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,180.0,18.0,15.0,5.0,1.0,550.0,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,181.1,18.1,15.1,5.0,1.0,553.3,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,179.8,18.0,15.0,5.0,1.0,549.5,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,178.6,17.9,14.9,5.0,1.0,545.6,19.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,180.0,18.0,15.0,5.0,1.0,550.0,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,180.1,18.0,15.0,5.0,1.0,550.4,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,179.4,17.9,14.9,5.0,1.0,548.0,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,178.8,17.9,14.9,5.0,1.0,546.4,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,181.2,18.1,15.1,5.0,1.0,553.6,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,181.2,18.1,15.1,5.0,1.0,553.7,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,178.6,17.9,14.9,5.0,1.0,545.7,19.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,178.8,17.9,14.9,5.0,1.0,546.4,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,179.4,17.9,14.9,5.0,1.0,548.1,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,180.2,18.0,15.0,5.0,1.0,550.8,20.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,180.5,18.1,15.0,5.0,1.0,551.6,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,180.8,18.1,15.1,5.0,1.0,552.3,20.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,178.5,17.8,14.9,5.0,1.0,545.3,19.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,179.4,17.9,15.0,5.0,1.0,548.3,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,181.5,18.2,15.1,5.0,1.0,554.7,20.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,178.8,17.9,14.9,5.0,1.0,546.3,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Chicken Clear Soup (Large Bowl) w/ Croutons,179.3,17.9,14.9,5.0,1.0,547.9,19.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Non-Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.0,2.0,28.0,1.0,18.0,5.0,55.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.8,2.0,28.2,1.0,18.1,5.0,55.4,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,119.7,2.0,27.9,1.0,18.0,5.0,54.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.0,2.0,28.0,1.0,18.0,5.0,55.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.8,2.0,28.2,1.0,18.1,5.0,55.4,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,118.9,2.0,27.7,1.0,17.8,5.0,54.5,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,119.6,2.0,27.9,1.0,17.9,5.0,54.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,119.6,2.0,27.9,1.0,17.9,5.0,54.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,121.1,2.0,28.3,1.0,18.2,5.0,55.5,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.7,2.0,28.2,1.0,18.1,5.0,55.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.8,2.0,28.2,1.0,18.1,5.0,55.4,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,119.7,2.0,27.9,1.0,18.0,5.0,54.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,119.1,2.0,27.8,1.0,17.9,5.0,54.6,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.5,2.0,28.1,1.0,18.1,5.0,55.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,121.2,2.0,28.3,1.0,18.2,5.0,55.5,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,119.0,2.0,27.8,1.0,17.9,5.0,54.6,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.7,2.0,28.2,1.0,18.1,5.0,55.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,119.8,2.0,28.0,1.0,18.0,5.0,54.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.0,2.0,28.0,1.0,18.0,5.0,55.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,120.6,2.0,28.1,1.0,18.1,5.0,55.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
Papaya Bowl (Large) w/ Lime & Chia Seeds,119.3,2.0,27.8,1.0,17.9,5.0,54.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",320.0,18.0,40.0,10.0,15.0,60.0,25.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",321.5,18.1,40.2,10.0,15.1,60.3,25.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",321.3,18.1,40.2,10.0,15.1,60.2,25.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",322.6,18.1,40.3,10.1,15.1,60.5,25.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",318.5,17.9,39.8,10.0,14.9,59.7,24.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",321.5,18.1,40.2,10.0,15.1,60.3,25.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",318.0,17.9,39.8,9.9,14.9,59.6,24.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",320.5,18.0,40.1,10.0,15.0,60.1,25.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",316.8,17.8,39.6,9.9,14.9,59.4,24.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",320.4,18.0,40.1,10.0,15.0,60.1,25.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",317.3,17.8,39.7,9.9,14.9,59.5,24.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",319.6,18.0,40.0,10.0,15.0,59.9,25.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
"Greek Yogurt Bowl w/ Berries, Honey & Granola",321.9,18.1,40.2,10.1,15.1,60.4,25.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,All
